,text_id,reader_id,lang,spearman_r,spearman_p,measures,layers
22435,11,he_50,he,-0.30720386380105236,0.0006426524714068731,Total fixation duration,Middle
22436,11,he_50,he,-0.24803716608829154,0.006304807346046436,Total fixation duration,Last
22437,11,he_50,he,0.19313368744252232,0.034560550280207165,Gaze duration,First
22438,11,he_50,he,-0.30441511078432704,0.00072381534472603,Gaze duration,Middle
22439,11,he_50,he,-0.3377046956647022,0.0001618878350424673,Gaze duration,Last
22440,11,he_52,he,-0.018684602534340476,0.8394829632945673,Total fixation duration,First
22441,11,he_52,he,-0.12728841983496791,0.16592335856996712,Total fixation duration,Middle
22442,11,he_52,he,-0.0302572260034683,0.7428684472041902,Total fixation duration,Last
22443,11,he_52,he,0.028263702924548967,0.759274314809515,Gaze duration,First
22444,11,he_52,he,-0.1359949315284989,0.13859414536703588,Gaze duration,Middle
22445,11,he_52,he,-0.06745988825571284,0.4641162774351767,Gaze duration,Last
22446,11,he_53,he,0.021766529740499408,0.8134539306284169,Total fixation duration,First
22447,11,he_53,he,0.1414193925351115,0.12338716794528486,Total fixation duration,Middle
22448,11,he_53,he,0.07393404300494383,0.4222471396818822,Total fixation duration,Last
22449,11,he_53,he,-0.0287479567479182,0.7552789443879441,Gaze duration,First
22450,11,he_53,he,0.09065747149907041,0.32475294579022496,Gaze duration,Middle
22451,11,he_53,he,0.06650176177156415,0.47050066926069656,Gaze duration,Last
22452,11,he_55,he,-0.17796075735667055,0.051821992143642,Total fixation duration,First
22453,11,he_55,he,0.04293605367263733,0.6414784290532427,Total fixation duration,Middle
22454,11,he_55,he,0.058854593825547766,0.5231317409257845,Total fixation duration,Last
22455,11,he_55,he,-0.08019004878840182,0.38394712223466854,Gaze duration,First
22456,11,he_55,he,0.007994208513420661,0.9309442099798875,Gaze duration,Middle
22457,11,he_55,he,0.022142106585883347,0.810295177925594,Gaze duration,Last
22458,11,he_56,he,-0.008514568872281641,0.9264614210941926,Total fixation duration,First
22459,11,he_56,he,0.08635064606322496,0.34835948020087426,Total fixation duration,Middle
22460,11,he_56,he,0.001132034850066809,0.9902093844399421,Total fixation duration,Last
22461,11,he_56,he,0.013390051221742222,0.8845909697440647,Gaze duration,First
22462,11,he_56,he,-0.04743814567951776,0.6068958697332743,Gaze duration,Middle
22463,11,he_56,he,-0.033659171808181364,0.7151398788432278,Gaze duration,Last
22464,11,he_58,he,0.06894409603270162,0.45432108795520176,Total fixation duration,First
22465,11,he_58,he,0.10677905874084163,0.2457294142774534,Total fixation duration,Middle
22466,11,he_58,he,0.01690668430063326,0.8545798738440865,Total fixation duration,Last
22467,11,he_58,he,-0.15817463457661327,0.08444462688555564,Gaze duration,First
22468,11,he_58,he,-0.15667996162049977,0.08746027305027827,Gaze duration,Middle
22469,11,he_58,he,-0.0713063279574694,0.4389712305298269,Gaze duration,Last
22470,11,he_59,he,-0.12320341730597706,0.18004616266428952,Total fixation duration,First
22471,11,he_59,he,0.1251789874126092,0.17310982674784353,Total fixation duration,Middle
22472,11,he_59,he,0.05010382057671214,0.5868155363844205,Total fixation duration,Last
22473,11,he_59,he,-0.01953506019438949,0.8322816479058082,Gaze duration,First
22474,11,he_59,he,0.04977114403838628,0.5893049049005818,Gaze duration,Middle
22475,11,he_59,he,-0.08924058249461377,0.33240304489950434,Gaze duration,Last
22476,11,he_6,he,-0.1389371720747986,0.13017805348801867,Total fixation duration,First
22477,11,he_6,he,0.1724515272506149,0.05963597933394074,Total fixation duration,Middle
22478,11,he_6,he,0.18404876802803935,0.04419098416617458,Total fixation duration,Last
22479,11,he_6,he,-0.1015381527287693,0.2698069483762828,Gaze duration,First
22480,11,he_6,he,0.030684549222117368,0.7393664256580238,Gaze duration,Middle
22481,11,he_6,he,0.06285529428337315,0.49523065685522205,Gaze duration,Last
22482,11,he_60,he,-0.06776555568105841,0.4620895533194116,Total fixation duration,First
22483,11,he_60,he,0.11115458341703954,0.22680044341896352,Total fixation duration,Middle
22484,11,he_60,he,0.12360403699577814,0.17862333807284472,Total fixation duration,Last
22485,11,he_60,he,-0.08211549813012961,0.3725956308210625,Gaze duration,First
22486,11,he_60,he,0.015184109913824241,0.8692572023668172,Gaze duration,Middle
22487,11,he_60,he,0.004992420345713627,0.9568418449597512,Gaze duration,Last
22488,11,he_63,he,0.042581836120420095,0.6442335127263721,Total fixation duration,First
22489,11,he_63,he,-0.14961025390093366,0.10290359820281357,Total fixation duration,Middle
22490,11,he_63,he,-0.2455353715773023,0.006870389777107162,Total fixation duration,Last
22491,11,he_63,he,0.12369536030343131,0.1783001569043509,Gaze duration,First
22492,11,he_63,he,-0.10954329948134948,0.233647877665335,Gaze duration,Middle
22493,11,he_63,he,-0.17334443145962808,0.05830769600730429,Gaze duration,Last
22494,11,he_65,he,0.02831545067314756,0.7588470614170907,Total fixation duration,First
22495,11,he_65,he,-0.07921228189049857,0.38979068067111966,Total fixation duration,Middle
22496,11,he_65,he,-0.0887180340702773,0.33525316949287887,Total fixation duration,Last
22497,11,he_65,he,0.005681888861256002,0.9508885571566721,Gaze duration,First
22498,11,he_65,he,-0.05620303170598175,0.5420530172942797,Gaze duration,Middle
22499,11,he_65,he,-0.0005636656433089237,0.9951249412091661,Gaze duration,Last
22500,11,it_1,it,-0.042782799819826765,0.6426698334127883,Total fixation duration,First
22501,11,it_1,it,0.14821880331331944,0.1061812848756511,Total fixation duration,Middle
22502,11,it_1,it,0.11958091876096552,0.193290768656621,Total fixation duration,Last
22503,11,it_1,it,-0.05782281908347049,0.530454413823159,Gaze duration,First
22504,11,it_1,it,-0.012119367726999593,0.8954776849959853,Gaze duration,Middle
22505,11,it_1,it,0.03680013640941031,0.6898629734361778,Gaze duration,Last
22506,11,it_10,it,-0.15920178759616657,0.0824208288438322,Total fixation duration,First
22507,11,it_10,it,-0.05250560003362574,0.5689878016964363,Total fixation duration,Middle
22508,11,it_10,it,0.0495316839594655,0.5910997196141712,Total fixation duration,Last
22509,11,it_10,it,-0.08900077311596509,0.333709108213166,Gaze duration,First
22510,11,it_10,it,-0.09699510418282832,0.2919314480785037,Gaze duration,Middle
22511,11,it_10,it,-0.010214399537843515,0.9118345444613993,Gaze duration,Last
22512,11,it_11,it,0.0264521976052736,0.7742757999575882,Total fixation duration,First
22513,11,it_11,it,-0.16167165510065246,0.07771316813049374,Total fixation duration,Middle
22514,11,it_11,it,-0.10705482815039542,0.24450506185020615,Total fixation duration,Last
22515,11,it_11,it,0.048313546705105626,0.6002681406659613,Gaze duration,First
22516,11,it_11,it,-0.23195792857971756,0.010795659793676395,Gaze duration,Middle
22517,11,it_11,it,-0.13278307087384048,0.1482470648235989,Gaze duration,Last
22518,11,it_12,it,-0.013378948988988048,0.8846859992322804,Total fixation duration,First
22519,11,it_12,it,-0.10442318311368785,0.2563620331623812,Total fixation duration,Middle
22520,11,it_12,it,-0.014417449961913133,0.8758042263671513,Total fixation duration,Last
22521,11,it_12,it,-0.05335741683376094,0.5627269458251718,Gaze duration,First
22522,11,it_12,it,-0.011889235634810813,0.8974515068223605,Gaze duration,Middle
22523,11,it_12,it,-0.0037268915676751395,0.9677751349734484,Gaze duration,Last
22524,11,it_15,it,-0.011673914910350736,0.8992988605930322,Total fixation duration,First
22525,11,it_15,it,-0.1104901097547137,0.2296069216654611,Total fixation duration,Middle
22526,11,it_15,it,-0.11432577497548131,0.21373935496773755,Total fixation duration,Last
22527,11,it_15,it,0.010919395877547968,0.9057764779098516,Gaze duration,First
22528,11,it_15,it,-0.0869065676356055,0.34525327822868523,Gaze duration,Middle
22529,11,it_15,it,-0.08632930021023194,0.34847909827308,Gaze duration,Last
22530,11,it_17,it,-0.05199633385228229,0.5727465311414528,Total fixation duration,First
22531,11,it_17,it,0.04909005238989152,0.5944163523779518,Total fixation duration,Middle
22532,11,it_17,it,0.06001906291912148,0.5149292966746063,Total fixation duration,Last
22533,11,it_17,it,-0.03206660816672284,0.7280769195723962,Gaze duration,First
22534,11,it_17,it,0.04322883679916398,0.6392048500925585,Gaze duration,Middle
22535,11,it_17,it,0.06472491538786258,0.48246619001191393,Gaze duration,Last
22536,11,it_20,it,-0.0031324498625655258,0.9729128877115119,Total fixation duration,First
22537,11,it_20,it,0.16649614197365487,0.06914190841553258,Total fixation duration,Middle
22538,11,it_20,it,0.15702230637377576,0.08676209555024599,Total fixation duration,Last
22539,11,it_20,it,-0.14429140341534466,0.11587434269740227,Gaze duration,First
22540,11,it_20,it,0.03904024309553529,0.6720402374313026,Gaze duration,Middle
22541,11,it_20,it,0.11862615499329092,0.19689635531817481,Gaze duration,Last
22542,11,it_21,it,-0.040678804228639065,0.6591171222094352,Total fixation duration,First
22543,11,it_21,it,-0.02894035341809484,0.7536933475349826,Total fixation duration,Middle
22544,11,it_21,it,0.0053547624376494955,0.9537128472003198,Total fixation duration,Last
22545,11,it_21,it,-0.03217217198126096,0.7272169637217207,Gaze duration,First
22546,11,it_21,it,-0.025828312393514574,0.7794619728519045,Gaze duration,Middle
22547,11,it_21,it,0.0102059694224338,0.9119070161592623,Gaze duration,Last
22548,11,it_22,it,0.0034568181438006922,0.9701092254201422,Total fixation duration,First
22549,11,it_22,it,0.06162672346017097,0.5037144255946326,Total fixation duration,Middle
22550,11,it_22,it,0.05392075360208382,0.5586045341995489,Total fixation duration,Last
22551,11,it_22,it,-0.0024892071575538448,0.9784736707265747,Gaze duration,First
22552,11,it_22,it,0.03739069624691796,0.6851473572950473,Gaze duration,Middle
22553,11,it_22,it,0.044626926631694215,0.6283945052862021,Gaze duration,Last
22554,11,it_23,it,-0.04871329571577507,0.5972523969700305,Total fixation duration,First
22555,11,it_23,it,-0.016802749537373304,0.8554641033486843,Total fixation duration,Middle
22556,11,it_23,it,-0.12172907069171943,0.185353992214611,Total fixation duration,Last
22557,11,it_23,it,0.029695136903028514,0.7474829101757126,Gaze duration,First
22558,11,it_23,it,0.013080957682480373,0.8872372614635191,Gaze duration,Middle
22559,11,it_23,it,-0.04415303749945419,0.6320500663153494,Gaze duration,Last
22560,11,it_24,it,-0.1784389607408816,0.05118561396464495,Total fixation duration,First
22561,11,it_24,it,-0.021602022923923853,0.8148384464303826,Total fixation duration,Middle
22562,11,it_24,it,-0.03517101063514097,0.7029328291907196,Total fixation duration,Last
22563,11,it_24,it,-0.035619336179161264,0.699327234063164,Gaze duration,First
22564,11,it_24,it,-0.10372534071049437,0.2595712267015901,Gaze duration,Middle
22565,11,it_24,it,-0.08852391379393931,0.3363159021581429,Gaze duration,Last
22566,11,it_25,it,-0.0023081986987211764,0.9800386724852443,Total fixation duration,First
22567,11,it_25,it,0.02856221026129674,0.7568107014991703,Total fixation duration,Middle
22568,11,it_25,it,0.03606385603214056,0.6957588419548131,Total fixation duration,Last
