,text_id,reader_id,lang,spearman_r,spearman_p,measure,layer
495,8,he_7,he,0.07383621876944735,0.39831371395673,Gaze duration,First
496,8,he_7,he,-0.045934034543618205,0.5995734676611784,Gaze duration,Middle
497,8,he_7,he,-0.08429316166943818,0.3347160680427369,Gaze duration,Last
498,8,it_9,it,0.03158514906292872,0.7181671660723586,Total fixation duration,First
499,8,it_9,it,-0.053975816345184134,0.537199294701689,Total fixation duration,Middle
500,8,it_9,it,-0.08005192778085785,0.359687631364189,Total fixation duration,Last
501,8,it_9,it,0.08272717070831762,0.3438046677105079,Gaze duration,First
502,8,it_9,it,-0.056370573652584646,0.5192685075064467,Gaze duration,Middle
503,8,it_9,it,-0.08669060711480192,0.3211013986251362,Gaze duration,Last
504,8,no_9,no,0.01661888778935126,0.8494170090175701,Total fixation duration,First
505,8,no_9,no,-0.04247559196498709,0.6273588028442383,Total fixation duration,Middle
506,8,no_9,no,-0.07257628467369237,0.4064339608584059,Total fixation duration,Last
507,8,no_9,no,0.07383621876944735,0.39831371395673,Gaze duration,First
508,8,no_9,no,-0.045934034543618205,0.5995734676611784,Gaze duration,Middle
509,8,no_9,no,-0.08429316166943818,0.3347160680427369,Gaze duration,Last
510,8,ru_9,ru,0.05074932922537007,0.5618342128490699,Total fixation duration,First
511,8,ru_9,ru,-0.07679476846798136,0.37962962832066893,Total fixation duration,Middle
512,8,ru_9,ru,-0.11525081360116708,0.1865022151137499,Total fixation duration,Last
513,8,ru_9,ru,0.08660389100294835,0.3215875218138126,Gaze duration,First
514,8,ru_9,ru,-0.0663684312545271,0.4478462277363505,Gaze duration,Middle
515,8,ru_9,ru,-0.10759939196702747,0.2176631246078452,Gaze duration,Last
516,8,sp_9,sp,0.03494149212923761,0.6896845650129788,Total fixation duration,First
517,8,sp_9,sp,-0.05774782954672978,0.5090964209662431,Total fixation duration,Middle
518,8,sp_9,sp,-0.09000622315626244,0.3028705313215505,Total fixation duration,Last
519,8,sp_9,sp,0.08835351608328826,0.31187113272775974,Gaze duration,First
520,8,sp_9,sp,-0.04236847206210914,0.6282280843783596,Gaze duration,Middle
521,8,sp_9,sp,-0.08209465318656206,0.34751938086541767,Gaze duration,Last
522,8,tr_52,tr,0.022936440834687797,0.7932801588566997,Total fixation duration,First
523,8,tr_52,tr,-0.04482973652299648,0.6083855890979107,Total fixation duration,Middle
524,8,tr_52,tr,-0.07000549627827317,0.4233024766390634,Total fixation duration,Last
525,8,tr_52,tr,0.09088115159150786,0.29817551195496433,Gaze duration,First
526,8,tr_52,tr,-0.03145503445059542,0.719279483508463,Gaze duration,Middle
527,8,tr_52,tr,-0.06166543606150135,0.4807361592211339,Gaze duration,Last
528,9,du_8,du,0.02108945527236382,0.8222083729040021,Total fixation duration,First
529,9,du_8,du,0.07859916195748282,0.40165471136705366,Total fixation duration,Middle
530,9,du_8,du,0.10773843847307117,0.24966383522794505,Total fixation duration,Last
531,9,du_8,du,-0.044858426283914586,0.6325444376319109,Gaze duration,First
532,9,du_8,du,0.0445239774805295,0.6350862623077824,Gaze duration,Middle
533,9,du_8,du,0.13035046005955742,0.16311488239627636,Gaze duration,Last
534,9,en_99,en,0.021481566908853268,0.8189587865714463,Total fixation duration,First
535,9,en_99,en,0.08559566370660823,0.3609334651949203,Total fixation duration,Middle
536,9,en_99,en,0.11992465305808633,0.1997467907323812,Total fixation duration,Last
537,9,en_99,en,-0.047537769576750086,0.6123377333317277,Gaze duration,First
538,9,en_99,en,0.06154615000192211,0.5116206702969137,Gaze duration,Middle
539,9,en_99,en,0.1494791066005459,0.10926274983288067,Gaze duration,Last
540,9,fi_9,fi,0.033560143005420366,0.7206126251693874,Total fixation duration,First
541,9,fi_9,fi,0.08283550532426094,0.3766830402521467,Total fixation duration,Middle
542,9,fi_9,fi,0.12645984699957713,0.17615100645509232,Total fixation duration,Last
543,9,fi_9,fi,-0.012651390941842736,0.8927783953493891,Gaze duration,First
544,9,fi_9,fi,0.06066978178187848,0.5176620848563704,Gaze duration,Middle
545,9,fi_9,fi,0.14967545011262443,0.1087926974512687,Gaze duration,Last
546,9,ge_9,ge,0.030115711375081695,0.7482738386792831,Total fixation duration,First
547,9,ge_9,ge,0.07763810402491063,0.4074532431945974,Total fixation duration,Middle
548,9,ge_9,ge,0.11934801829854305,0.20193319551676345,Total fixation duration,Last
549,9,ge_9,ge,-0.02433398685272748,0.7954152285881175,Gaze duration,First
550,9,ge_9,ge,0.06505208933994541,0.48782006597274397,Gaze duration,Middle
551,9,ge_9,ge,0.15327720755007113,0.10044705336983445,Gaze duration,Last
552,9,gr_9,gr,0.021481566908853268,0.8189587865714463,Total fixation duration,First
553,9,gr_9,gr,0.08559566370660823,0.3609334651949203,Total fixation duration,Middle
